"row_id","movie_name","rating","votes","meta_score","genre0","genre1","genre2","genre3","pr_rating","year","duration","cast0","cast1","cast2","cast3","cast4","director","number_rating","weekly_rank","weekly_hours_viewed","runtime","weekly_views","cumulative_weeks_in_top_10"
161,"Fair Play","6.4","30000","73","Drama, Mystery, Thriller","Drama"," Mystery"," Thriller","R",2023,"1h 53m","Phoebe Dynevor, Alden Ehrenreich, Eddie Marsan, Rich Sommer","Phoebe Dynevor"," Alden Ehrenreich"," Eddie Marsan"," Rich Sommer","Chloe Domont","4",2,"26900000","1.9167","14000000",2
161,"Fair Play","6.4","30000","73","Drama, Mystery, Thriller","Drama"," Mystery"," Thriller","R",2023,"1h 53m","Phoebe Dynevor, Alden Ehrenreich, Eddie Marsan, Rich Sommer","Phoebe Dynevor"," Alden Ehrenreich"," Eddie Marsan"," Rich Sommer","Chloe Domont","4",2,"24200000","1.9167","12600000",1
494,"Falling for Christmas","5.2","27000","40","Comedy, Romance","Comedy"," Romance",NULL,"TV-PG",2022,"1h 33m","Lindsay Lohan, Chord Overstreet, George Young, Jack Wagner","Lindsay Lohan"," Chord Overstreet"," George Young"," Jack Wagner","Janeen Damian",NULL,10,"4300000","1.5833","2700000",7
494,"Falling for Christmas","5.2","27000","40","Comedy, Romance","Comedy"," Romance",NULL,"TV-PG",2022,"1h 33m","Lindsay Lohan, Chord Overstreet, George Young, Jack Wagner","Lindsay Lohan"," Chord Overstreet"," George Young"," Jack Wagner","Janeen Damian",NULL,8,"7910000",NULL,NULL,6
494,"Falling for Christmas","5.2","27000","40","Comedy, Romance","Comedy"," Romance",NULL,"TV-PG",2022,"1h 33m","Lindsay Lohan, Chord Overstreet, George Young, Jack Wagner","Lindsay Lohan"," Chord Overstreet"," George Young"," Jack Wagner","Janeen Damian",NULL,8,"6400000",NULL,NULL,5
494,"Falling for Christmas","5.2","27000","40","Comedy, Romance","Comedy"," Romance",NULL,"TV-PG",2022,"1h 33m","Lindsay Lohan, Chord Overstreet, George Young, Jack Wagner","Lindsay Lohan"," Chord Overstreet"," George Young"," Jack Wagner","Janeen Damian",NULL,7,"9080000",NULL,NULL,4
494,"Falling for Christmas","5.2","27000","40","Comedy, Romance","Comedy"," Romance",NULL,"TV-PG",2022,"1h 33m","Lindsay Lohan, Chord Overstreet, George Young, Jack Wagner","Lindsay Lohan"," Chord Overstreet"," George Young"," Jack Wagner","Janeen Damian",NULL,5,"14980000",NULL,NULL,3
494,"Falling for Christmas","5.2","27000","40","Comedy, Romance","Comedy"," Romance",NULL,"TV-PG",2022,"1h 33m","Lindsay Lohan, Chord Overstreet, George Young, Jack Wagner","Lindsay Lohan"," Chord Overstreet"," George Young"," Jack Wagner","Janeen Damian",NULL,1,"37850000",NULL,NULL,2
494,"Falling for Christmas","5.2","27000","40","Comedy, Romance","Comedy"," Romance",NULL,"TV-PG",2022,"1h 33m","Lindsay Lohan, Chord Overstreet, George Young, Jack Wagner","Lindsay Lohan"," Chord Overstreet"," George Young"," Jack Wagner","Janeen Damian",NULL,2,"48360000",NULL,NULL,1
16,"Family Switch","5.6","16000","37","Comedy, Family","Comedy"," Family",NULL,"PG",2023,"1h 46m","Jennifer Garner, Ed Helms, Emma Myers, Brady Noon","Jennifer Garner"," Ed Helms"," Emma Myers"," Brady Noon","McG","2",4,"16600000","1.7667","9400000",3
16,"Family Switch","5.6","16000","37","Comedy, Family","Comedy"," Family",NULL,"PG",2023,"1h 46m","Jennifer Garner, Ed Helms, Emma Myers, Brady Noon","Jennifer Garner"," Ed Helms"," Emma Myers"," Brady Noon","McG","2",2,"32900000","1.7667","18600000",2
16,"Family Switch","5.6","16000","37","Comedy, Family","Comedy"," Family",NULL,"PG",2023,"1h 46m","Jennifer Garner, Ed Helms, Emma Myers, Brady Noon","Jennifer Garner"," Ed Helms"," Emma Myers"," Brady Noon","McG","2",2,"39200000","1.7667","22200000",1
1713,"Fast & Furious Presents: Hobbs & Shaw","6.5","231000","60","Action, Adventure, Thriller","Action"," Adventure"," Thriller","PG-13",2019,"2h 17m","Dwayne Johnson, Jason Statham, Idris Elba, Vanessa Kirby","Dwayne Johnson"," Jason Statham"," Idris Elba"," Vanessa Kirby","David Leitch","3",7,"12870000",NULL,NULL,2
1713,"Fast & Furious Presents: Hobbs & Shaw","6.5","231000","60","Action, Adventure, Thriller","Action"," Adventure"," Thriller","PG-13",2019,"2h 17m","Dwayne Johnson, Jason Statham, Idris Elba, Vanessa Kirby","Dwayne Johnson"," Jason Statham"," Idris Elba"," Vanessa Kirby","David Leitch","3",3,"26590000",NULL,NULL,1
938,"Father Christmas Is Back","4.5","7200",NULL,NULL,NULL,NULL,NULL,"PG-13",2021,"1h 45m",NULL,NULL,NULL,NULL,NULL,NULL,"3",5,"13780000",NULL,NULL,1
1332,"Fifty Shades Freed","4.5","72000","31","Drama, Romance, Thriller","Drama"," Romance"," Thriller","R",2018,"1h 45m","Dakota Johnson, Jamie Dornan, Eric Johnson, Eloise Mumford","Dakota Johnson"," Jamie Dornan"," Eric Johnson"," Eloise Mumford","James Foley","4",5,"5900000","1.75","3400000",1
1414,"Flight","7.3","371000","76","Drama, Thriller","Drama"," Thriller",NULL,"R",2012,"2h 18m","Denzel Washington, Nadine Velazquez, Don Cheadle, John Goodman","Denzel Washington"," Nadine Velazquez"," Don Cheadle"," John Goodman","Robert Zemeckis","4",8,"10710000",NULL,NULL,1
300,"Get Out","7.8","674000","85","Horror, Mystery, Thriller","Horror"," Mystery"," Thriller","R",2017,"1h 44m","Daniel Kaluuya, Allison Williams, Bradley Whitford, Catherine Keener","Daniel Kaluuya"," Allison Williams"," Bradley Whitford"," Catherine Keener","Jordan Peele","4",10,"5300000","1.7333","3100000",2
300,"Get Out","7.8","674000","85","Horror, Mystery, Thriller","Horror"," Mystery"," Thriller","R",2017,"1h 44m","Daniel Kaluuya, Allison Williams, Bradley Whitford, Catherine Keener","Daniel Kaluuya"," Allison Williams"," Bradley Whitford"," Catherine Keener","Jordan Peele","4",9,"4100000","1.7333","2400000",1
384,"Green Lantern","5.5","294000","39","Action, Adventure, Sci-Fi","Action"," Adventure"," Sci-Fi","PG-13",2011,"1h 54m","Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong","Ryan Reynolds"," Blake Lively"," Peter Sarsgaard"," Mark Strong","Martin Campbell","3",10,"6230000",NULL,NULL,1
1312,"Grown Ups","6","269000","30","Comedy","Comedy",NULL,NULL,"PG-13",2010,"1h 42m","Adam Sandler, Salma Hayek, Kevin James, Chris Rock","Adam Sandler"," Salma Hayek"," Kevin James"," Chris Rock","Dennis Dugan","3",7,"8130000",NULL,NULL,2
1312,"Grown Ups","6","269000","30","Comedy","Comedy",NULL,NULL,"PG-13",2010,"1h 42m","Adam Sandler, Salma Hayek, Kevin James, Chris Rock","Adam Sandler"," Salma Hayek"," Kevin James"," Chris Rock","Dennis Dugan","3",6,"9250000",NULL,NULL,1
1672,"Grown Ups 2","5.4","166000","19","Comedy","Comedy",NULL,NULL,"PG-13",2013,"1h 41m","Adam Sandler, Kevin James, Chris Rock, David Spade","Adam Sandler"," Kevin James"," Chris Rock"," David Spade","Dennis Dugan","3",9,"5230000",NULL,NULL,1
73,"Harry Potter and the Sorcerer's Stone","7.6","838000","65","Adventure, Family, Fantasy","Adventure"," Family"," Fantasy","PG",2001,"2h 32m","Daniel Radcliffe, Rupert Grint, Richard Harris, Maggie Smith","Daniel Radcliffe"," Rupert Grint"," Richard Harris"," Maggie Smith","Chris Columbus","2",7,"4790000",NULL,NULL,1
649,"Heart of Stone","5.7","55000","44","Action, Crime, Thriller","Action"," Crime"," Thriller","PG-13",2023,"2h 2m","Gal Gadot, Jamie Dornan, Alia Bhatt, Jing Lusi","Gal Gadot"," Jamie Dornan"," Alia Bhatt"," Jing Lusi","Tom Harper","3",9,"7300000","2.1","3500000",5
649,"Heart of Stone","5.7","55000","44","Action, Crime, Thriller","Action"," Crime"," Thriller","PG-13",2023,"2h 2m","Gal Gadot, Jamie Dornan, Alia Bhatt, Jing Lusi","Gal Gadot"," Jamie Dornan"," Alia Bhatt"," Jing Lusi","Tom Harper","3",3,"13700000","2.1","6500000",4
649,"Heart of Stone","5.7","55000","44","Action, Crime, Thriller","Action"," Crime"," Thriller","PG-13",2023,"2h 2m","Gal Gadot, Jamie Dornan, Alia Bhatt, Jing Lusi","Gal Gadot"," Jamie Dornan"," Alia Bhatt"," Jing Lusi","Tom Harper","3",2,"28500000","2.1","13600000",3
649,"Heart of Stone","5.7","55000","44","Action, Crime, Thriller","Action"," Crime"," Thriller","PG-13",2023,"2h 2m","Gal Gadot, Jamie Dornan, Alia Bhatt, Jing Lusi","Gal Gadot"," Jamie Dornan"," Alia Bhatt"," Jing Lusi","Tom Harper","3",1,"74000000","2.1","35200000",2
649,"Heart of Stone","5.7","55000","44","Action, Crime, Thriller","Action"," Crime"," Thriller","PG-13",2023,"2h 2m","Gal Gadot, Jamie Dornan, Alia Bhatt, Jing Lusi","Gal Gadot"," Jamie Dornan"," Alia Bhatt"," Jing Lusi","Tom Harper","3",1,"69600000","2.1","33100000",1
202,"Heat","8.3","703000","76","Action, Crime, Drama","Action"," Crime"," Drama","R",1995,"2h 50m","Al Pacino, Robert De Niro, Val Kilmer, Jon Voight","Al Pacino"," Robert De Niro"," Val Kilmer"," Jon Voight","Michael Mann","4",10,"4520000",NULL,NULL,2
202,"Heat","8.3","703000","76","Action, Crime, Drama","Action"," Crime"," Drama","R",1995,"2h 50m","Al Pacino, Robert De Niro, Val Kilmer, Jon Voight","Al Pacino"," Robert De Niro"," Val Kilmer"," Jon Voight","Michael Mann","4",7,"7650000",NULL,NULL,1
1878,"Hidden Strike","5.3","17000",NULL,NULL,NULL,NULL,NULL,"TV-14",2023,"1h 42m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,"6000000","1.7167","3500000",4
1878,"Hidden Strike","5.3","17000",NULL,NULL,NULL,NULL,NULL,"TV-14",2023,"1h 42m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,"13300000","1.7167","7700000",3
1878,"Hidden Strike","5.3","17000",NULL,NULL,NULL,NULL,NULL,"TV-14",2023,"1h 42m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"40500000","1.7167","23600000",2
1878,"Hidden Strike","5.3","17000",NULL,NULL,NULL,NULL,NULL,"TV-14",2023,"1h 42m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"37800000","1.7167","22000000",1
124,"Holiday in the Vineyards","6.4","650",NULL,NULL,NULL,NULL,NULL,"PG",2023,"1h 47m",NULL,NULL,NULL,NULL,NULL,NULL,"2",10,"6900000","1.7833","3900000",1
593,"How It Ends","5.1","57000","36","Action, Drama, Horror","Action"," Drama"," Horror","TV-MA",2018,"1h 53m","Theo James, Kat Graham, Nancy Sorel, Nicole Ari Parker","Theo James"," Kat Graham"," Nancy Sorel"," Nicole Ari Parker","David M. Rosenthal",NULL,6,"6640000",NULL,NULL,4
593,"How It Ends","5.1","57000","36","Action, Drama, Horror","Action"," Drama"," Horror","TV-MA",2018,"1h 53m","Theo James, Kat Graham, Nancy Sorel, Nicole Ari Parker","Theo James"," Kat Graham"," Nancy Sorel"," Nicole Ari Parker","David M. Rosenthal",NULL,4,"8280000",NULL,NULL,3
593,"How It Ends","5.1","57000","36","Action, Drama, Horror","Action"," Drama"," Horror","TV-MA",2018,"1h 53m","Theo James, Kat Graham, Nancy Sorel, Nicole Ari Parker","Theo James"," Kat Graham"," Nancy Sorel"," Nicole Ari Parker","David M. Rosenthal",NULL,6,"8600000",NULL,NULL,2
593,"How It Ends","5.1","57000","36","Action, Drama, Horror","Action"," Drama"," Horror","TV-MA",2018,"1h 53m","Theo James, Kat Graham, Nancy Sorel, Nicole Ari Parker","Theo James"," Kat Graham"," Nancy Sorel"," Nicole Ari Parker","David M. Rosenthal",NULL,8,"5650000",NULL,NULL,1
19,"How the Grinch Stole Christmas","6.3","280000","46","Comedy, Family, Fantasy","Comedy"," Family"," Fantasy","PG",2000,"1h 44m","Jim Carrey, Taylor Momsen, Kelley, Jeffrey Tambor","Jim Carrey"," Taylor Momsen"," Kelley"," Jeffrey Tambor","Ron Howard","2",9,"7190000",NULL,NULL,3
19,"How the Grinch Stole Christmas","6.3","280000","46","Comedy, Family, Fantasy","Comedy"," Family"," Fantasy","PG",2000,"1h 44m","Jim Carrey, Taylor Momsen, Kelley, Jeffrey Tambor","Jim Carrey"," Taylor Momsen"," Kelley"," Jeffrey Tambor","Ron Howard","2",4,"12680000",NULL,NULL,2
19,"How the Grinch Stole Christmas","6.3","280000","46","Comedy, Family, Fantasy","Comedy"," Family"," Fantasy","PG",2000,"1h 44m","Jim Carrey, Taylor Momsen, Kelley, Jeffrey Tambor","Jim Carrey"," Taylor Momsen"," Kelley"," Jeffrey Tambor","Ron Howard","2",7,"7530000",NULL,NULL,1
1796,"How to Train Your Dragon: The Hidden World","7.4","145000","71","Animation, Action, Adventure","Animation"," Action"," Adventure","PG",2019,"1h 44m","Jay Baruchel, America Ferrera, F. Murray Abraham, Cate Blanchett","Jay Baruchel"," America Ferrera"," F. Murray Abraham"," Cate Blanchett","Dean DeBlois","2",8,"9030000",NULL,NULL,1
298,"Hypnotic","5.5","27000","53","Action, Mystery, Thriller","Action"," Mystery"," Thriller","R",2023,"1h 33m","Ben Affleck, Alice Braga, JD Pardo, Dayo Okeniyi","Ben Affleck"," Alice Braga"," JD Pardo"," Dayo Okeniyi","Robert Rodriguez","4",7,"11140000",NULL,NULL,2
298,"Hypnotic","5.5","27000","53","Action, Mystery, Thriller","Action"," Mystery"," Thriller","R",2023,"1h 33m","Ben Affleck, Alice Braga, JD Pardo, Dayo Okeniyi","Ben Affleck"," Alice Braga"," JD Pardo"," Dayo Okeniyi","Robert Rodriguez","4",2,"24620000",NULL,NULL,1
1640,"I Believe in Santa","4.5","4000",NULL,NULL,NULL,NULL,NULL,"PG",2022,"1h 29m",NULL,NULL,NULL,NULL,NULL,NULL,"2",6,"10090000",NULL,NULL,2
1640,"I Believe in Santa","4.5","4000",NULL,NULL,NULL,NULL,NULL,"PG",2022,"1h 29m",NULL,NULL,NULL,NULL,NULL,NULL,"2",2,"19960000",NULL,NULL,1
1724,"I See You","6.8","64000","65","Drama, Horror, Mystery","Drama"," Horror"," Mystery","R",2019,"1h 38m","Helen Hunt, Jon Tenney, Owen Teague, Judah Lewis","Helen Hunt"," Jon Tenney"," Owen Teague"," Judah Lewis","Adam Randall","4",4,"8280000",NULL,NULL,2
1724,"I See You","6.8","64000","65","Drama, Horror, Mystery","Drama"," Horror"," Mystery","R",2019,"1h 38m","Helen Hunt, Jon Tenney, Owen Teague, Judah Lewis","Helen Hunt"," Jon Tenney"," Owen Teague"," Judah Lewis","Adam Randall","4",3,"10830000",NULL,NULL,1
671,"In Time","6.7","438000","53","Action, Sci-Fi, Thriller","Action"," Sci-Fi"," Thriller","PG-13",2011,"1h 49m","Justin Timberlake, Amanda Seyfried, Cillian Murphy, Olivia Wilde","Justin Timberlake"," Amanda Seyfried"," Cillian Murphy"," Olivia Wilde","Andrew Niccol","3",9,"5400000","1.8167","3000000",3
671,"In Time","6.7","438000","53","Action, Sci-Fi, Thriller","Action"," Sci-Fi"," Thriller","PG-13",2011,"1h 49m","Justin Timberlake, Amanda Seyfried, Cillian Murphy, Olivia Wilde","Justin Timberlake"," Amanda Seyfried"," Cillian Murphy"," Olivia Wilde","Andrew Niccol","3",3,"10400000","1.8167","5700000",2
671,"In Time","6.7","438000","53","Action, Sci-Fi, Thriller","Action"," Sci-Fi"," Thriller","PG-13",2011,"1h 49m","Justin Timberlake, Amanda Seyfried, Cillian Murphy, Olivia Wilde","Justin Timberlake"," Amanda Seyfried"," Cillian Murphy"," Olivia Wilde","Andrew Niccol","3",6,"8930000",NULL,NULL,1
1529,"Infinite","5.5","59000","28","Action, Sci-Fi, Thriller","Action"," Sci-Fi"," Thriller","PG-13",2021,"1h 46m","Mark Wahlberg, Chiwetel Ejiofor, Sophie Cookson, Dylan O'Brien","Mark Wahlberg"," Chiwetel Ejiofor"," Sophie Cookson"," Dylan O'Brien","Antoine Fuqua","3",5,"8600000","1.7667","4900000",1
1573,"Inside Man","7.6","392000","76","Crime, Drama, Mystery","Crime"," Drama"," Mystery","R",2006,"2h 9m","Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer","Denzel Washington"," Clive Owen"," Jodie Foster"," Christopher Plummer","Spike Lee","4",7,"24970000",NULL,NULL,2
1573,"Inside Man","7.6","392000","76","Crime, Drama, Mystery","Crime"," Drama"," Mystery","R",2006,"2h 9m","Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer","Denzel Washington"," Clive Owen"," Jodie Foster"," Christopher Plummer","Spike Lee","4",2,"52940000",NULL,NULL,1
457,"It","7.3","593000","69","Horror","Horror",NULL,NULL,"R",2017,"2h 15m","Bill Skarsgård, Jaeden Martell, Finn Wolfhard, Sophia Lillis","Bill Skarsgård"," Jaeden Martell"," Finn Wolfhard"," Sophia Lillis","Andy Muschietti","4",10,"8350000",NULL,NULL,1
320,"Jack Reacher","7","359000","50","Action, Mystery, Thriller","Action"," Mystery"," Thriller","PG-13",2012,"2h 10m","Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog","Tom Cruise"," Rosamund Pike"," Richard Jenkins"," Werner Herzog","Christopher McQuarrie","3",10,"7500000","2.1667","3500000",2
320,"Jack Reacher","7","359000","50","Action, Mystery, Thriller","Action"," Mystery"," Thriller","PG-13",2012,"2h 10m","Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog","Tom Cruise"," Rosamund Pike"," Richard Jenkins"," Werner Herzog","Christopher McQuarrie","3",9,"5370000",NULL,NULL,1
1219,"Jack Reacher: Never Go Back","6.1","171000","47","Action, Crime, Drama","Action"," Crime"," Drama","PG-13",2016,"1h 58m","Tom Cruise, Cobie Smulders, Aldis Hodge, Robert Knepper","Tom Cruise"," Cobie Smulders"," Aldis Hodge"," Robert Knepper","Edward Zwick","3",10,"5200000","1.9667","2600000",3
1219,"Jack Reacher: Never Go Back","6.1","171000","47","Action, Crime, Drama","Action"," Crime"," Drama","PG-13",2016,"1h 58m","Tom Cruise, Cobie Smulders, Aldis Hodge, Robert Knepper","Tom Cruise"," Cobie Smulders"," Aldis Hodge"," Robert Knepper","Edward Zwick","3",8,"7400000","1.9667","3800000",2
1219,"Jack Reacher: Never Go Back","6.1","171000","47","Action, Crime, Drama","Action"," Crime"," Drama","PG-13",2016,"1h 58m","Tom Cruise, Cobie Smulders, Aldis Hodge, Robert Knepper","Tom Cruise"," Cobie Smulders"," Aldis Hodge"," Robert Knepper","Edward Zwick","3",7,"14670000",NULL,NULL,1
832,"John Wick: Chapter 2","7.4","499000","75","Action, Crime, Thriller","Action"," Crime"," Thriller","R",2017,"2h 2m","Keanu Reeves, Riccardo Scamarcio, Ian McShane, Ruby Rose","Keanu Reeves"," Riccardo Scamarcio"," Ian McShane"," Ruby Rose","Chad Stahelski","4",5,"7800000",NULL,NULL,1
634,"John Wick: Chapter 3 - Parabellum","7.4","413000","73","Action, Crime, Thriller","Action"," Crime"," Thriller","R",2019,"2h 10m","Keanu Reeves, Halle Berry, Ian McShane, Laurence Fishburne","Keanu Reeves"," Halle Berry"," Ian McShane"," Laurence Fishburne","Chad Stahelski","4",7,"8790000",NULL,NULL,1
805,"Jules","6.8","7100","57","Comedy, Drama, Sci-Fi","Comedy"," Drama"," Sci-Fi","PG-13",2023,"1h 27m","Ben Kingsley, Harriet Sansom Harris, Jane Curtin, Teddy Cañez","Ben Kingsley"," Harriet Sansom Harris"," Jane Curtin"," Teddy Cañez","Marc Turtletaub","3",5,"6700000","1.45","4600000",1
1217,"Jumanji: The Next Level","6.7","275000","58","Action, Adventure, Comedy","Action"," Adventure"," Comedy","PG-13",2019,"2h 3m","Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan","Dwayne Johnson"," Jack Black"," Kevin Hart"," Karen Gillan","Jake Kasdan","3",7,"6360000",NULL,NULL,3
1217,"Jumanji: The Next Level","6.7","275000","58","Action, Adventure, Comedy","Action"," Adventure"," Comedy","PG-13",2019,"2h 3m","Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan","Dwayne Johnson"," Jack Black"," Kevin Hart"," Karen Gillan","Jake Kasdan","3",3,"17550000",NULL,NULL,2
1217,"Jumanji: The Next Level","6.7","275000","58","Action, Adventure, Comedy","Action"," Adventure"," Comedy","PG-13",2019,"2h 3m","Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan","Dwayne Johnson"," Jack Black"," Kevin Hart"," Karen Gillan","Jake Kasdan","3",10,"6760000",NULL,NULL,1
644,"Jurassic World","6.9","671000","59","Action, Adventure, Sci-Fi","Action"," Adventure"," Sci-Fi","PG-13",2015,"2h 4m","Chris Pratt, Bryce Dallas Howard, Ty Simpkins, Judy Greer","Chris Pratt"," Bryce Dallas Howard"," Ty Simpkins"," Judy Greer","Colin Trevorrow","3",7,"7430000",NULL,NULL,2
644,"Jurassic World","6.9","671000","59","Action, Adventure, Sci-Fi","Action"," Adventure"," Sci-Fi","PG-13",2015,"2h 4m","Chris Pratt, Bryce Dallas Howard, Ty Simpkins, Judy Greer","Chris Pratt"," Bryce Dallas Howard"," Ty Simpkins"," Judy Greer","Colin Trevorrow","3",10,"4330000",NULL,NULL,1
1625,"Jurassic World: Fallen Kingdom","6.1","337000","51","Action, Adventure, Sci-Fi","Action"," Adventure"," Sci-Fi","PG-13",2018,"2h 8m","Chris Pratt, Bryce Dallas Howard, Rafe Spall, Justice Smith","Chris Pratt"," Bryce Dallas Howard"," Rafe Spall"," Justice Smith","J.A. Bayona","3",6,"10100000","2.1333","4700000",1
1138,"King Arthur: Legend of the Sword","6.7","229000","41","Action, Adventure, Drama","Action"," Adventure"," Drama","PG-13",2017,"2h 6m","Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law, Djimon Hounsou","Charlie Hunnam"," Astrid Bergès-Frisbey"," Jude Law"," Djimon Hounsou","Guy Ritchie","3",5,"9150000",NULL,NULL,1
1857,"Knight and Day","6.3","208000","46","Action, Adventure, Comedy","Action"," Adventure"," Comedy","PG-13",2010,"1h 49m","Tom Cruise, Cameron Diaz, Peter Sarsgaard, Jordi Mollà","Tom Cruise"," Cameron Diaz"," Peter Sarsgaard"," Jordi Mollà","James Mangold","3",10,"4770000",NULL,NULL,1
347,"Knives Out","7.9","751000","82","Comedy, Crime, Drama","Comedy"," Crime"," Drama","PG-13",2019,"2h 10m","Daniel Craig, Chris Evans, Ana de Armas, Jamie Lee Curtis","Daniel Craig"," Chris Evans"," Ana de Armas"," Jamie Lee Curtis","Rian Johnson","3",8,"7470000",NULL,NULL,2
347,"Knives Out","7.9","751000","82","Comedy, Crime, Drama","Comedy"," Crime"," Drama","PG-13",2019,"2h 10m","Daniel Craig, Chris Evans, Ana de Armas, Jamie Lee Curtis","Daniel Craig"," Chris Evans"," Ana de Armas"," Jamie Lee Curtis","Rian Johnson","3",3,"16760000",NULL,NULL,1
488,"Kung Fu Panda 3","7.1","179000","66","Animation, Action, Adventure","Animation"," Action"," Adventure","PG",2016,"1h 35m","Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie","Jack Black"," Bryan Cranston"," Dustin Hoffman"," Angelina Jolie","Alessandro CarloniJennifer Yuh Nelson","2",6,"5750000",NULL,NULL,3
488,"Kung Fu Panda 3","7.1","179000","66","Animation, Action, Adventure","Animation"," Action"," Adventure","PG",2016,"1h 35m","Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie","Jack Black"," Bryan Cranston"," Dustin Hoffman"," Angelina Jolie","Alessandro CarloniJennifer Yuh Nelson","2",9,"8870000",NULL,NULL,2
488,"Kung Fu Panda 3","7.1","179000","66","Animation, Action, Adventure","Animation"," Action"," Adventure","PG",2016,"1h 35m","Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie","Jack Black"," Bryan Cranston"," Dustin Hoffman"," Angelina Jolie","Alessandro CarloniJennifer Yuh Nelson","2",6,"7690000",NULL,NULL,1
710,"Lady Chatterley's Lover","6.6","22000","67","Drama, Romance","Drama"," Romance",NULL,"R",2022,"2h 6m","Emma Corrin, Jack O'Connell, Matthew Duckett, Joely Richardson","Emma Corrin"," Jack O'Connell"," Matthew Duckett"," Joely Richardson","Laure de Clermont-Tonnerre","4",5,"11090000",NULL,NULL,3
710,"Lady Chatterley's Lover","6.6","22000","67","Drama, Romance","Drama"," Romance",NULL,"R",2022,"2h 6m","Emma Corrin, Jack O'Connell, Matthew Duckett, Joely Richardson","Emma Corrin"," Jack O'Connell"," Matthew Duckett"," Joely Richardson","Laure de Clermont-Tonnerre","4",1,"29030000",NULL,NULL,2
710,"Lady Chatterley's Lover","6.6","22000","67","Drama, Romance","Drama"," Romance",NULL,"R",2022,"2h 6m","Emma Corrin, Jack O'Connell, Matthew Duckett, Joely Richardson","Emma Corrin"," Jack O'Connell"," Matthew Duckett"," Joely Richardson","Laure de Clermont-Tonnerre","4",3,"20000000",NULL,NULL,1
1562,"Leave the World Behind","7.7","2300",NULL,NULL,NULL,NULL,NULL,"Unrated",2014,"1h 35m",NULL,NULL,NULL,NULL,NULL,NULL,"6",1,"106200000","2.3667","44900000",2
0,"Leave the World Behind","6.5","90000","67","Drama, Mystery, Thriller","Drama"," Mystery"," Thriller","R",2023,"2h 18m","Julia Roberts, Mahershala Ali, Ethan Hawke, Myha'la","Julia Roberts"," Mahershala Ali"," Ethan Hawke"," Myha'la","Sam Esmail","4",1,"106200000","2.3667","44900000",2
0,"Leave the World Behind","6.5","90000","67","Drama, Mystery, Thriller","Drama"," Mystery"," Thriller","R",2023,"2h 18m","Julia Roberts, Mahershala Ali, Ethan Hawke, Myha'la","Julia Roberts"," Mahershala Ali"," Ethan Hawke"," Myha'la","Sam Esmail","4",1,"98700000","2.3667","41700000",1
1562,"Leave the World Behind","7.7","2300",NULL,NULL,NULL,NULL,NULL,"Unrated",2014,"1h 35m",NULL,NULL,NULL,NULL,NULL,NULL,"6",1,"98700000","2.3667","41700000",1
23,"Leo","7","21000","65","Animation, Comedy, Family","Animation"," Comedy"," Family","PG",2023,"1h 42m","Adam Sandler, Bill Burr, Cecily Strong, Jason Alexander","Adam Sandler"," Bill Burr"," Cecily Strong"," Jason Alexander","Robert MarianettiRobert SmigelDavid Wachtenheim","2",3,"16800000","1.7833","9400000",4
23,"Leo","7","21000","65","Animation, Comedy, Family","Animation"," Comedy"," Family","PG",2023,"1h 42m","Adam Sandler, Bill Burr, Cecily Strong, Jason Alexander","Adam Sandler"," Bill Burr"," Cecily Strong"," Jason Alexander","Robert MarianettiRobert SmigelDavid Wachtenheim","2",3,"25400000","1.7833","14200000",3
23,"Leo","7","21000","65","Animation, Comedy, Family","Animation"," Comedy"," Family","PG",2023,"1h 42m","Adam Sandler, Bill Burr, Cecily Strong, Jason Alexander","Adam Sandler"," Bill Burr"," Cecily Strong"," Jason Alexander","Robert MarianettiRobert SmigelDavid Wachtenheim","2",1,"42100000","1.7833","23600000",2
23,"Leo","7","21000","65","Animation, Comedy, Family","Animation"," Comedy"," Family","PG",2023,"1h 42m","Adam Sandler, Bill Burr, Cecily Strong, Jason Alexander","Adam Sandler"," Bill Burr"," Cecily Strong"," Jason Alexander","Robert MarianettiRobert SmigelDavid Wachtenheim","2",1,"61700000","1.7833","34600000",1
1099,"Little Women","7.3","62000","87","Drama, Family, Romance","Drama"," Family"," Romance","PG",1994,"1h 55m","Susan Sarandon, Winona Ryder, Kirsten Dunst, Claire Danes","Susan Sarandon"," Winona Ryder"," Kirsten Dunst"," Claire Danes","Gillian Armstrong","2",4,"8590000",NULL,NULL,11
